Global_Rank;Institution;Country;Sector;Best Country Quartile
570;Maastricht University;NLD;Universities;1
571;Griffith University;AUS;Universities;1
572;University of East Anglia *;GBR;Universities;1
572;Max Planck Institut fur Menschheitsgeschichte;DEU;Government;1
574;German Centre for Integrative Biodiversity Research iDiv Halle-Jena-Leipzig;DEU;Government;1
575;Quadram Institute;GBR;Health;1
576;Universita degli Studi di Catania;ITA;Universities;1
577;Iowa State University;USA;Universities;1
578;University of Surrey;GBR;Universities;1
578;Scripps Research Institute;USA;Health;1
580;Forschungszentrum fur Molekulare Medizin der Osterreichischen Akademie der Wissenschaften;AUT;Government;1
580;Wayne State University;USA;Universities;1
582;International Institute for Applied Systems Analysis;AUT;Government;1
583;University of Nebraska, Lincoln;USA;Universities;1
584;Wistar Institute;USA;Health;1
585;Korea Advanced Institute of Science and Technology *;KOR;Universities;1
585;Universite de Strasbourg *;FRA;Universities;1
587;University of Tennessee, Knoxville *;USA;Universities;1
588;University of Strathclyde *;GBR;Universities;1
589;Plymouth Marine Laboratory;GBR;Government;1
590;Universite Claude Bernard Lyon 1 *;FRA;Universities;1
591;Natural Environment Research Council *;GBR;Government;1
592;Hospital Clinic de Barcelona;ESP;Health;1
593;Wuhan Union Hospital;CHN;Health;1
593;Public Health Wales;GBR;Health;1
595;University of Pittsburgh Health Sciences;USA;Universities;1
596;Eindhoven University of Technology;NLD;Universities;1
597;Universita degli Studi di Milano-Bicocca;ITA;Universities;1
598;Australian Research Council *;AUS;Government;1
599;IHU Mediterranee Infection;FRA;Health;1
600;Trinity College Dublin *;IRL;Universities;1
600;Netherlands Heart Institute;NLD;Government;2
602;Nagoya University *;JPN;Universities;1
603;Berlin Institute of Health;DEU;Health;1
604;Universitatsklinikum Heidelberg;DEU;Health;1
605;Science and Technology Facilities Council *;GBR;Government;1
606;Robert H. Lurie Comprehensive Cancer Center;USA;Health;1
606;George Washington University *;USA;Universities;1
608;Max Planck Institut fur Molekulare Genetik;DEU;Government;1
608;Centre de Recherche des Cordeliers;FRA;Government;1
610;State University of New York, Stony Brook *;USA;Universities;1
611;Kyushu University *;JPN;Universities;1
612;Berlin-Brandenburgische Institut fur Biodiversitatsforschung;DEU;Health;1
613;Universita degli Studi di Roma Tor Vergata;ITA;Universities;1
614;University of Twente;NLD;Universities;2
615;Instituto de Salud Global de Barcelona;ESP;Health;1
616;University College London Hospital NHS Trust;GBR;Health;1
617;South London and Maudsley NHS Foundation Trust;GBR;Health;1
617;Deutsches Zentrum fur Herz Kreislauf Forschung;DEU;Health;1
619;Universitat Duisburg Essen *;DEU;Universities;1
620;Fondazione IRCCS San Raffaele del Monte Tabor;ITA;Health;1
621;Ton Duc Thang University;VNM;Universities;1
622;Max Planck UCL Centre for Computational Psychiatry and Ageing Research;DEU;Government;1
623;Universita degli Studi di Bari;ITA;Universities;1
624;Julius-Maximilians-Universitat Wurzburg *;DEU;Universities;1
625;Genome Institute of Singapore;SGP;Government;1
626;Univerzitet Singidunum;SRB;Universities;1
627;Pfizer *;MUL;Companies;1
628;University of Connecticut, Storrs *;USA;Universities;1
628;Los Alamos National Laboratory *;USA;Government;1
628;University of Antwerp;BEL;Universities;1
631;Universitatsspital Zurich;CHE;Health;1
631;IrsiCaixa AIDS Research Institute;ESP;Health;1
633;Centre for Ecology and Hydrology;GBR;Government;1
634;Nanchang University *;CHN;Universities;1
635;Sumathi Reddy Institute of Technology for Women;IND;Universities;1
636;Netherlands Cancer Institute - Antoni van Leeuwenhoek Hospital;NLD;Health;1
636;University of Washington Medicine ;USA;Health;1
636;Great Ormond Street Hospital for Children NHS Trust;GBR;Health;1
639;The Hong Kong University of Science and Technology;HKG;Universities;1
640;University of Pittsburgh Medical Center  *;USA;Health;1
640;University of Kansas *;USA;Universities;1
640;Montefiore Medical Center *;USA;Health;1
640;Colorado State University, Fort Collins *;USA;Universities;1
644;Forschungszentrum Julich in der Helmholtz Gemeinschaft;DEU;Government;1
645;University of Indonesia;IDN;Universities;1
645;Universite de Lausanne;CHE;Universities;1
647;Potsdam Institut fur Klimafolgenforschung;DEU;Government;1
647;Institut Pierre Simon Laplace;FRA;Government;1
649;Qingdao University *;CHN;Universities;1
650;Institut de Fisica d'Altes Energies;ESP;Government;1
650;School of Pedagogical and Technological Education;GRC;Universities;1
652;National Institute of Arthritis and Musculoskeletal and Skin Diseases;USA;Health;1
652;Universidade Nova de Lisboa *;PRT;Universities;1
654;European Centre for Disease Prevention and Control;SWE;Health;1
655;Maccabi Health Care Services;ISR;Health;1
655;Beijing Institute of Genomics, Chinese Academy of Sciences;CHN;Government;1
657;Fundacao Oswaldo Cruz *;BRA;Health;1
658;Helsinki University Central Hospital;FIN;Health;1
659;Instituto de Agroquimica y Tecnologia de Alimentos ;ESP;Government;1
660;Freie Universitat Berlin;DEU;Universities;1
660;Technische Universitat Berlin *;DEU;Universities;1
662;Laboratoire des Sciences du Climat et l'Environnement;FRA;Government;1
663;Universita degli Studi di Pavia;ITA;Universities;1
663;Xidian University;CHN;Universities;1
665;Politecnico di Torino *;ITA;Universities;1
665;Institut des Maladies Genetiques Imagine;FRA;Government;1
667;WorldFish Center;MUL;Non-Profit;1
668;Swiss Federal Institute for Forest, Snow and Landscape Research;CHE;Government;1
668;Brookhaven National Laboratory *;USA;Government;1
668;Max Planck Institut fur Chemische Okologie;DEU;Government;1
671;The Royal Marsden NHS Foundation Trust;GBR;Health;1
672;Jackson Laboratory;USA;Health;1
672;Consejo Nacional de Humanidades, Ciencias y Tecnologias *;MEX;Government;1
674;Max Planck Institut fur Demografische Forschung;DEU;Government;1
674;Deutsches Zentrum fur Luft- und Raumfahrt;DEU;Government;1
676;Leibniz Institut fur Pflanzengenetik und Kulturpflanzenforchung;DEU;Government;1
677;AstraZeneca *;MUL;Companies;1
678;Netherlands Institute for Radio Astronomy;NLD;Government;2
679;Lawrence Livermore National Laboratory *;USA;Government;1
679;European Commission - Joint Research Centre Seville, Spain;ESP;Government;1
681;Heinrich Heine Universitat Dusseldorf  *;DEU;Universities;1
682;City University of New York *;USA;Universities;1
683;Manchester Academic Health Science Centre;GBR;Health;1
684;Netherlands Institute of Ecology;NLD;Government;2
685;Chalmers University of Technology *;SWE;Universities;1
685;Aristotle University of Thessaloniki;GRC;Universities;1
687;Dutch Scientific Research Institutes *;NLD;Non-Profit;2
688;Center for Life Sciences;CHN;Government;1
689;The University of Reading;GBR;Universities;1
690;Leibniz Institut fur Pflanzenbiochemie;DEU;Government;1
690;University of Kentucky *;USA;Universities;1
690;Istituto di Astrofisica Spaziale e Fisica Cosmica di Palermo;ITA;Government;1
693;Max Planck Institut fur Meteorologie;DEU;Government;1
693;Tencent America Llc;USA;Companies;1
695;Centro de Investigacion Biomedica en Red de Cancer;ESP;Health;1
696;Institute of Molecular and Clinical Ophthalmology Basel;CHE;Government;2
696;University Hospital of Bern;CHE;Health;2
698;Jordan University Hospital;JOR;Health;1
699;Norwegian Institute of Public Health;NOR;Health;1
699;Frederick National Laboratory for Cancer Research;USA;Health;1
699;Infrared Processing and Analysis Center;USA;Government;1
702;Friedrich-Schiller-Universitat Jena *;DEU;Universities;1
703;Max Planck Institut fur Psycholinguistik;NLD;Government;2
704;University of California, Riverside;USA;Universities;1
704;Northeastern University, USA;USA;Universities;1
704;North China Electric Power University;CHN;Universities;1
707;London School of Economics and Political Science;GBR;Universities;1
707;Centro de Regulacion Genomica;ESP;Health;1
709;Max Planck Institut fur Struktur und Dynamik der Materie;DEU;Government;1
710;Institut d'Estudis Espacials de Catalunya;ESP;Government;1
711;F Hoffmann-La Roche *;MUL;Companies;1
712;Southwest Jiaotong University;CHN;Universities;1
712;Eli Lilly and Company, United States;USA;Companies;1
712;National Renewable Energy Laboratory;USA;Government;1
712;Nanjing University of Science and Technology;CHN;Universities;1
716;Royal Netherlands Meteorological Institute;NLD;Government;1
716;University of Massachusetts, Amherst;USA;Universities;1
718;Universite de Lorraine *;FRA;Universities;1
718;Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences;CHN;Government;1
720;Joint Quantum Institute;USA;Government;1
720;Universite du Quebec en Quebec *;CAN;Universities;1
722;Museum National d'Histoire Naturelle *;FRA;Government;1
722;Met Office;GBR;Government;1
724;Institut National de Physique Nucleaire et de Physique des Particules;FRA;Government;1
724;NIHR Nottingham Biomedical Research Centre;GBR;Health;2
726;COMSATS Institute of Information Technology *;PAK;Universities;1
726;Institut Catala de Nanociencia i Nanotecnologia;ESP;Government;1
726;Loughborough University;GBR;Universities;1
726;Children's Hospital of Philadelphia;USA;Health;1
730;Institute for Fundamental Physics of the Universe;ITA;Government;1
730;Ohio State University Wexner Medical Center;USA;Health;1
730;Nanjing Agricultural University;CHN;Universities;1
733;Humboldt-Universitat zu Berlin *;DEU;Universities;1
734;Temple University *;USA;Universities;1
734;Weizmann Institute of Science;ISR;Universities;1
734;Macquarie University *;AUS;Universities;1
737;Swedish Meteorological and Hydrological Institute;SWE;Government;1
738;McGill University Health Centre;CAN;Health;1
739;Kyung Hee University *;KOR;Universities;1
739;WorldFish Center Malaysia;MYS;Non-Profit;1
739;Ruhr-Universitat Bochum *;DEU;Universities;1
742;John Innes Center;GBR;Government;1
742;Academia Sinica *;TWN;Government;1
744;Novartis *;MUL;Companies;1
745;The Oskar Klein Centre for Cosmoparticle Physics;SWE;Government;1
745;Helmholtz Zentrum fur Umweltforschung;DEU;Government;1
747;Taiwan Semiconductor Manufacturing Company Ltd.;TWN;Companies;1
748;St Jude Childrens Research Hospital;USA;Health;1
749;Chulalongkorn University;THA;Universities;1
750;University of Oulu;FIN;Universities;1
751;Universita degli Studi di Palermo;ITA;Universities;1
752;Eli Lilly *;MUL;Companies;1
753;Dalhousie University *;CAN;Universities;1
753;Hebrew University of Jerusalem;ISR;Universities;1
755;Cedars-Sinai Medical Center ;USA;Health;1
756;National Oceanography Centre Southampton;GBR;Government;2
756;Universidad Politecnica de Madrid *;ESP;Universities;1
758;Cambridge University Hospitals NHS Foundation Trust;GBR;Health;1
759;Royal Brompton and Harefield NHS Foundation Trust;GBR;Health;1
760;Beijing Jiaotong University;CHN;Universities;1
760;State University of New York, Buffalo;USA;Universities;1
760;Hohai University;CHN;Universities;1
763;Osservatorio di Astrofisica e Scienza dello Spazio di Bologna ;ITA;Government;1
764;British Library;GBR;Government;2
765;Osservatorio Astronomico di Padova;ITA;Government;1
765;Institut de Ciencies de l'Espai;ESP;Government;1
767;Fondazione Policlinico Universitario Agostino Gemelli IRCCS;ITA;Health;1
768;Centre Hospitalier Universitaire Vaudois ;CHE;Health;1
768;Walter and Eliza Hall Institute of Medical Research;AUS;Health;1
768;Biodiversitat und Klima Forschungszentrum;DEU;Government;1
771;University of Manitoba;CAN;Universities;1
772;Kaiser Permanente, Oakland *;USA;Health;1
772;Carnegie Institution for Science *;USA;Non-Profit;1
774;University of Wollongong *;AUS;Universities;1
774;Osterreichische Akademie der Wissenschaften *;AUT;Government;1
774;Helsinki Institute of Physics;FIN;Government;1
777;Amazon.com, Inc *;MUL;Companies;1
778;Wissenschaftszentrum Berlin fur Sozialforschung;DEU;Government;1
779;American Heart Association;USA;Non-Profit;1
779;Public Health Ontario;CAN;Health;1
779;Swiss Federal Laboratories for Materials Science and Technology;CHE;Government;1
779;Alfred Wegener Institut fur Polar und Meeresforschung;DEU;Government;1
783;Beijing University of Posts and Telecommunications;CHN;Universities;1
783;Swiss Federal Institute of Aquatic Science and Technology;CHE;Government;2
785;Technion - Israel Institute of Technology *;ISR;Universities;1
786;University of Oklahoma *;USA;Universities;1
787;Instituto de Fisica Teorica;ESP;Government;1
787;Swansea University;GBR;Universities;1
789;Krasnoyarsk State Agrarian University;RUS;Universities;1
790;Cincinnati Children's Hospital Medical Center;USA;Health;1
790;Max Planck Institut fur Physik;DEU;Government;1
792;Huazhong Agricultural University;CHN;Universities;1
793;IBM Research *;MUL;Companies;1
793;The First Affiliated Hospital of Zhejiang University;CHN;Health;1
793;Universitat zu Koln;DEU;Universities;1
796;Sahlgrenska University Hospital;SWE;Health;2
797;Translational Genomics Research Institute;USA;Health;1
798;Pacific Northwest National Laboratory *;USA;Government;1
799;Senckenberg Forschungsinstitut und Naturmuseum *;DEU;Government;1
800;Universidade do Minho;PRT;Universities;1
801;Universidad de Valladolid *;ESP;Universities;1
802;Universidade Federal do Parana;BRA;Universities;1
802;Istituto Italiano di Tecnologia *;ITA;Non-Profit;1
804;University of Technology, Malaysia;MYS;Universities;1
805;The Nottingham Trent University;GBR;Universities;2
806;Saint Luke’s Mid America Heart Institute;USA;Health;1
806;Institut des Sciences de l'Evolution;FRA;Government;1
806;Universitat Pompeu Fabra *;ESP;Universities;1
809;Catholic University of Louvain;BEL;Universities;1
809;Sanford Burnham Prebys Medical Discovery Institute;USA;Health;1
811;Chang Gung Memorial Hospital, Taipei *;TWN;Health;1
812;GeneDx;USA;Companies;1
812;National Oceanic and Atmospheric Administration;USA;Government;1
812;University of Cape Town;ZAF;Universities;1
812;National Yang Ming Chiao Tung University;TWN;Universities;1
816;Universite de Rennes 1 *;FRA;Universities;1
817;Centro Nacional de Investigaciones Cardiovasculares;ESP;Health;1
817;Max Planck Institut fur Molekulare Pflanzenphysiologie;DEU;Government;1
817;University of Miami Health System;USA;Health;1
817;Yonsei University Health System;KOR;Health;1
821;AstraZeneca, United States;USA;Companies;1
